Station Name,Street Address,City,State,ZIP,Latitude,Longitude,EV Connector Types,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Access Days Time,Status Code,Station Phone,EV Network
SEA41 SEA41 - 30,2121 7th Ave,Seattle,WA,98121,47.616108,-122.339884,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 32,2121 7th Ave,Seattle,WA,98121,47.616198,-122.340016,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 36,2121 7th Ave,Seattle,WA,98121,47.616115,-122.339868,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 41,2121 7th Ave,Seattle,WA,98121,47.615946,-122.340205,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 39,2121 7th Ave,Seattle,WA,98121,47.615958,-122.340307,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 42,2121 7th Ave,Seattle,WA,98121,47.616179,-122.339974,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 43,2121 7th Ave,Seattle,WA,98121,47.616093,-122.339944,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
SEA41 SEA41 - 37,2121 7th Ave,Seattle,WA,98121,47.616105,-122.339872,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA44 - 14,2205 7th Ave,Seattle,WA,98121,47.616947,-122.340723,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA44 - 13,2205 7th Ave,Seattle,WA,98121,47.616563,-122.340892,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA44 - 12,2205 7th Ave,Seattle,WA,98121,47.617012,-122.340637,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA44 - 11,2205 7th Ave,Seattle,WA,98121,47.616956,-122.34076,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA44 - 10,2205 7th Ave,Seattle,WA,98121,47.617055,-122.340658,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CON PL PB,2125 1st Ave,Seattle,WA,98121,47.612222,-122.34511,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Oregon 42 Apartments,4502 42nd Avenue Southwest,Seattle,WA,98116,47.5627154,-122.3852736,J1772,,2.0,,24 hours daily,E,888-998-2546,Blink Network
AMZ SEA25.26 - 14,551 Boren Avenue North,Seattle,WA,98109,47.623958,-122.336996,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA25.26 - 13,551 Boren Avenue North,Seattle,WA,98109,47.624145,-122.33669,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA25.26 - 12,551 Boren Avenue North,Seattle,WA,98109,47.624153,-122.336686,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-14,2021 7th Ave,Seattle,WA,98121,47.615111,-122.338365,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-15,2021 7th Ave,Seattle,WA,98121,47.6151,-122.338386,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-17,2001 Westlake Ave,Seattle,WA,98121,47.614992,-122.338277,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-16,2021 7th Ave,Seattle,WA,98121,47.615004,-122.3383,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-20,2001 Westlake Ave,Seattle,WA,98121,47.614988,-122.338322,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-19,2001 Westlake Ave,Seattle,WA,98121,47.614982,-122.338297,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-18,2001 Westlake Ave,Seattle,WA,98121,47.614986,-122.33829,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-26,2021 7th Ave,Seattle,WA,98121,47.615012,-122.33832,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-25,2021 7th Ave,Seattle,WA,98121,47.615014,-122.338291,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-24,2021 7th Ave,Seattle,WA,98121,47.61502,-122.338311,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-23,2001 Westlake Ave,Seattle,WA,98121,47.614974,-122.338306,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-22,2001 Westlake Ave,Seattle,WA,98121,47.614997,-122.338314,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-21,2001 Westlake Ave,Seattle,WA,98121,47.614998,-122.338285,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-32,2001 Westlake Ave,Seattle,WA,98121,47.615004,-122.338268,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-31,2021 7th Ave,Seattle,WA,98121,47.615003,-122.33833,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-30,2041 7th Ave,Seattle,WA,98121,47.615302,-122.338526,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-29,2041 7th Ave,Seattle,WA,98121,47.615283,-122.338545,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-28,2041 7th Ave,Seattle,WA,98121,47.615331,-122.338553,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMZ SEA40-27,2041 7th Ave,Seattle,WA,98121,47.615323,-122.338563,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Homewood Suites by Hilton Seattle Downtown - Tesla Destination,206  Western Ave W,Seattle,WA,98119,47.620565,-122.359182,J1772 TESLA,,6.0,,,E,877-798-3752,Tesla Destination
Millennium Tower - Tesla Destination,719 2nd Ave,Seattle,WA,98104,47.599191,-122.331591,J1772 TESLA,,6.0,,,E,877-798-3752,Tesla Destination
AGC of Washington - Tesla Destination,1200 Westlake Ave N,Seattle,WA,98109,47.630012,-122.33959,J1772 TESLA,,6.0,,,E,877-798-3752,Tesla Destination
Rainier Square - Level E - Tesla Destination,1340 4th Ave,Seattle,WA,98101,47.609191,-122.335342,TESLA,,12.0,,,E,877-798-3752,Tesla Destination
Puget Sound Solar - Tesla Destination,805 Rainier Ave S,Seattle,WA,98144,47.595418,-122.311677,J1772 TESLA,,6.0,,,E,877-798-3752,Tesla Destination
CITY LIGHT MINOR 2,1134 13th Ave,Seattle,WA,98122,47.612641,-122.315266,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Whole Foods Seattle (Westlake),2210 Westlake Ave,Seattle,WA,98121,47.6183604,-122.3383451,CHADEMO J1772COMBO,,,6.0,24 hours daily,E,877-455-3833,eVgo Network
Northgate QFC,11100 Roosevelt Way NE,Seattle,WA,98125,47.70931,-122.31601,CHADEMO J1772COMBO,,,2.0,24 hours daily,E,877-455-3833,eVgo Network
BOREN LABS 1 NORTH CHARGING,1928 Boren Ave,Seattle,WA,98101,47.617552,-122.333404,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
BOREN LABS 1 SOUTH CHARGING,1918 Boren Ave,Seattle,WA,98101,47.617674,-122.333222,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
NORAM DEXTER 1,1101 Dexter Ave N,Seattle,WA,98109,47.628734,-122.342924,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
NORAM DEXTER 3,1101 Dexter Ave N,Seattle,WA,98109,47.6285,-122.342944,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
NORAM DEXTER 2,1101 Dexter Ave N,Seattle,WA,98109,47.628558,-122.342944,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
NORAM DEXTER 4,1101 Dexter Ave N,Seattle,WA,98109,47.628616,-122.342933,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
NORAM DEXTER 5,1101 Dexter Ave N,Seattle,WA,98109,47.628639,-122.342659,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
NORAM DEXTER 6,1101 Dexter Ave N,Seattle,WA,98109,47.628509,-122.342643,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
EVROADWAY WA-PACSCI01,164 2nd Ave N,Seattle,WA,98109,47.619128,-122.352517,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
EVROADWAY WA-N-COLLEGE01,9600 College Way N,Seattle,WA,98103,47.699417,-122.334601,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
EVROADWAY WA-C-COLLEGE01,1601 Harvard Ave,Seattle,WA,98122,47.615459,-122.322558,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
EVROADWAY WA-G-COLLEGE01,6737 Corson Avenue South,Seattle,WA,98108,47.54231,-122.324521,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
EVROADWAY WA-S-COLLEGE01,6000 16th Ave SW,Seattle,WA,98106,47.546315,-122.351959,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT ADAMS 2,1722 Northwest 57th Street,Seattle,WA,98107,47.670265,-122.379499,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT ADAMS 1,1722 Northwest 57th Street,Seattle,WA,98107,47.67027,-122.3795,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
1313 E COLUMBIA CLMB 2707 WEST,1313 E Columbia St,Seattle,WA,98122,47.60829,-122.314623,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
1313 E COLUMBIA CLMB 3274 EAST,1313 E Columbia St,Seattle,WA,98122,47.608304,-122.314505,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT WATERFRONT 1,56 Seneca St,Seattle,WA,98101,47.605576,-122.338941,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT RIVERVIEW 2,5995 16th Ave SW,Seattle,WA,98106,47.547937,-122.354985,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT W QUEEN ANNE 2,550 West Olympic Place,Seattle,WA,98119,47.627041,-122.364341,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT CID 1,649 7th Avenue South,Seattle,WA,98104,47.597099,-122.323865,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Blue Core Power - 811 Massachussetts,811 S Massachussetts St,Seattle,WA,98134,47.5875715,-122.3221208,J1772,,2.0,,24 hours daily,E,855-885-9571,OpConnect
Blue Core - Swickard Dukes,811 S Massachussetts St,Seattle,WA,98134,47.5875715,-122.3221208,J1772,,3.0,,24 hours daily,E,855-885-9571,OpConnect
THE NOBLE STALL 30 29,4301 Stone Way N,Seattle,WA,98103,47.659329,-122.342775,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Fred Meyer - Tesla Supercharger,915 NW 45th St,Seattle,WA,98107,47.661146,-122.370395,TESLA,,,12.0,24 hours daily,E,877-798-3752,Tesla
Northway West Office Building - Tesla Supercharger,10700 Meridian Ave N,Seattle,WA,98133,47.706949,-122.333572,TESLA,,,12.0,24 hours daily,E,877-798-3752,Tesla
CITY LIGHT MADISON MILLER2,2113 East Olive Street,Seattle,WA,98122,47.617074,-122.30414,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT SOUTH SERVICE 2,409 South Spokane Street,Seattle,WA,98134,47.571207,-122.328676,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT WEST SEATTLE 2,4535 39th Avenue Southwest,Seattle,WA,98116,47.562216,-122.381639,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT N BEACON HILL 2,2535 16th Avenue South,Seattle,WA,98144,47.579728,-122.312203,CHADEMO J1772COMBO,,,1.0,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT WALLINGFORD 3,4225 Stone Way North,Seattle,WA,98103,47.658757,-122.342414,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT STEVENS 4,531 20th Ave E,Seattle,WA,98112,47.624082,-122.306153,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT WEST SEATTLE 6,4834 Fauntleroy Wy SW,Seattle,WA,98116,47.558283,-122.381237,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT STEVENS 2,1724 15th Avenue,Seattle,WA,98122,47.617189,-122.312677,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT WEST SEATTLE 3,4848 California Avenue SW,Seattle,WA,98116,47.557841,-122.386742,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY OF SEATAC CITY HALL 5,4800 S 188th St,Seattle,WA,98118,47.43403,-122.27305,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
FIRST LIGHT P86,300 Virginia Street,Seattle,WA,98101,47.61285,-122.341082,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT OLYMPIC HILLS 1,1645 Northeast 143rd Street,Seattle,WA,98125,47.732067,-122.31096,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT WALLINGFORD 2,1721 North 46th Street,Seattle,WA,98103,47.662077,-122.337266,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT NORTH ADMIRAL 2,2106 California Avenue Southwest,Seattle,WA,98116,47.585079,-122.386289,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT N BEACON HILL 3,1435 12th Avenue South,Seattle,WA,98144,47.590181,-122.317398,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT RIVERVIEW 4,7021 17th Avenue Southwest,Seattle,WA,98106,47.540389,-122.356195,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT BITTER LAKE 1,14201 Linden Ave N,Seattle,WA,98133,47.732112,-122.348371,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT BITTER LAKE 2,14201 Linden Ave N,Seattle,WA,98133,47.732211,-122.348548,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT L QUEEN ANNE 2,317 W Mercer St,Seattle,WA,98119,47.624365,-122.361647,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT L QUEEN ANNE 4,570 Valley St,Seattle,WA,98109,47.62637,-122.345544,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT FREMONT 4,3658 Dayton Ave N,Seattle,WA,98103,47.653533,-122.352073,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT COLUMBIA CITY 2,4707 35th Avenue South,Seattle,WA,98118,47.560554,-122.288911,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT N BEACON HILL 6,1753 South Forest Street,Seattle,WA,98144,47.577708,-122.309212,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT N BEACON HILL 7,1407 South Hill Street,Seattle,WA,98144,47.584502,-122.313884,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT N BEACON HILL 8,2101 15th Ave S,Seattle,WA,98144,47.584499,-122.313807,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT MADISON PARK 1,4022 E McGilvra St,Seattle,WA,98112,47.640772,-122.280271,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT EASTLAKE 2,1936 Fairview Ave E,Seattle,WA,98102,47.6367,-122.328498,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
AMLI Wallingford,1850 N 34th St,Seattle,WA,98103,47.648265,-122.335477,J1772,,9.0,,24 hours daily,E,888-385-6671,LOOP
AMLI South Lake Union,1260 Republican St,Seattle,WA,98109,47.62328,-122.33138,J1772,,6.0,,24 hours daily,E,888-385-6671,LOOP
CITY LIGHT FREMONT 5,3658 Dayton Avenue North,Seattle,WA,98103,47.653597,-122.3523,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT GREEN LAKE 2,407 NE Maple Leaf Pl,Seattle,WA,98115,47.681526,-122.324639,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT PORTAGE BAY 1,2915 Fuhrman Avenue East,Seattle,WA,98102,47.647284,-122.317499,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
CITY LIGHT MINOR 1,1134 13th Ave,Seattle,WA,98122,47.612506,-122.31537,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
BLAKE1 STATION 1,5020 California Avenue Southwest,Seattle,WA,98136,47.556565,-122.386442,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Vue on Harvard - Garage,740 Harvard Ave E,Seattle,WA,98102,47.626235432,-122.322031057,J1772,,4.0,,Contact station for hours of availability,E,206-561-0032,AMPUP
201 ELLIOTT STATION 1,201 Elliott Ave W,Seattle,WA,98119,47.619981,-122.360192,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
201 ELLIOTT STATION 2,201 Elliott Ave W,Seattle,WA,98119,47.619981,-122.360278,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Safeway Seattle #1143 - 8340 15th Ave Nw,8340 15th Ave NW,Seattle,WA,98117,47.689356,-122.37659,CHADEMO J1772COMBO,,,4.0,24 hours daily,E,877-455-3833,eVgo Network
Ballard Blocks,1451 NW 46th St,Seattle,WA,98107,47.6617217,-122.3758674,CHADEMO J1772COMBO,,,2.0,24 hours daily,E,877-455-3833,eVgo Network
Whole Foods Madison Broadway,1001 Broadway,Seattle,WA,98122,47.611261,-122.320999,CHADEMO J1772COMBO,,,2.0,24 hours daily,E,877-455-3833,eVgo Network
DOL WEST SEATTLE 2,2420 SW Dakota St,Seattle,WA,98106,47.566877,-122.36464,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
HFA Borrower LLC,200 1st Avenue West,Seattle,WA,98119,47.62025721078499,-122.35766822727732,J1772,,4.0,,24 hours daily,E,888-998-2546,Blink Network
4th & Madison - Series,925 4th Avenue,Seattle,WA,98104,47.605192,-122.33285,J1772,,8.0,,24 hours daily,E,888-998-2546,Blink Network
MTR - Seattle,7800 Detroit Ave SW,Seattle,WA,98106,47.5320289,-122.3375342,J1772COMBO,,,3.0,,E,888-222-6618,NOODOE
Gridline,1421 Harvard Ave,Seattle,WA,98122,47.61343,-122.322494,J1772,,10.0,,Contact stations for hours of operation,E,206-294-3453,AMPUP
Seattle Honda - Series,2005 Airport Way South,Seattle,WA,98134,47.5855321922408,-122.3220137897597,J1772,,2.0,,24 hours daily,E,888-998-2546,Blink Network
Komo Plaza Garage,140 4th Ave N.,Seattle,WA,98109,47.61963111516519,-122.34822224825623,J1772,,8.0,,Mon: 6:00am-9:00pm; Tue: 6:00am-9:00pm; Wed: 6:00am-9:00pm; Thu: 6:00am-9:00pm; Fri: 6:00am-10:00pm; Sat: 6:00am-10:00pm; Sun: 8:00am-9:00pm,E,855-223-5351,FLASH
PIKE PLACE STALL 890 & 891,1901 Western Avenue,Seattle,WA,98101,47.609568,-122.342753,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
PIKE PLACE STALL 888 & 889,1901 Western Avenue,Seattle,WA,98101,47.60977,-122.343068,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
PIKE PLACE STALL 950,1901 Western Avenue,Seattle,WA,98101,47.609553,-122.342925,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 109,1823 Minor Avenue,Seattle,WA,98101,47.617077,-122.331635,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 107,1823 Minor Avenue,Seattle,WA,98101,47.617164,-122.331666,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 106,1823 Minor Avenue,Seattle,WA,98101,47.617186,-122.331649,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 152,1823 Minor Avenue,Seattle,WA,98101,47.617027,-122.331576,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 151,1823 Minor Ave,Seattle,WA,98101,47.616975,-122.33159,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 153,1823 Minor Avenue,Seattle,WA,98101,47.616988,-122.331591,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 150,1823 Minor Avenue,Seattle,WA,98101,47.616952,-122.331583,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 148,1823 Minor Avenue,Seattle,WA,98101,47.616957,-122.331599,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 147,1823 Minor Avenue,Seattle,WA,98101,47.616986,-122.331584,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 146,1823 Minor Avenue,Seattle,WA,98101,47.616953,-122.331535,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 149,1823 Minor Avenue,Seattle,WA,98101,47.617143,-122.331449,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 141,1823 Minor Avenue,Seattle,WA,98101,47.617029,-122.331509,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 108,1823 Minor Avenue,Seattle,WA,98101,47.617183,-122.331682,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 144,1823 Minor Ave,Seattle,WA,98101,47.617188,-122.33152,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
PIKE PLACE STALL 892 & 893,1901 Western Avenue,Seattle,WA,98101,47.60968,-122.34291,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Met Park West,1731 Minor Ave,Seattle,WA,98121,47.61627,-122.33032,J1772,,3.0,,24 hours daily,E,833-611-5965,VIALYNK
Met Park East,1730 Minor Ave,Seattle,WA,98121,47.61683,-122.32967,J1772,,3.0,,24 hours daily,E,833-611-5965,VIALYNK
